Jobid	Jobname	URL	Location	Date	Company	Description
52	Fullstack .Net	https://pe.linkedin.com/jobs/view/fullstack-net-at-tsoft-3660506517?refId=f%2Fio9Mz5yyto57Khbgiiog%3D%3D&trackingId=BfstQLe2VB10NRFQ73jWYw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card	Miraflores, Lima, Peru	14 hours ago	Tsoft	"Hola!!
Empresa transnacional que ofrece servicios de TI a diversos sectores del mercado y en la actualidad nos encontramos en la búsqueda de un Desarrollador Fullstack .Net para asumir nuevos retos y ser parte de nuestra expansión continua.
Requisitos Técnicos
🚀 NET Framework (Visual Basic, C#, MVC +4)
🚀 NET Core 3, 6
🚀 Mongo
🚀 Rabit
🚀 PostgreSQL
🚀 SEQ
🚀 Oracle (XML
🚀 .Net (VB, C#)
🚀 Contenedores
🚀 Angular
Requisitos:
📝 Ingeniería de Sistemas o Sistemas Computacionales.
📝 Tecnologías de Información o Electrónico o Industrial o Informático.
📝 Cinco años de experiencia mínima acreditada en actividades de desarrollo de software y tres años en arquitectura de software.
📝 Certificaciones Microsoft en desarrollo web o desktop.
Beneficios
🎈En planilla, con beneficios de ley.
🎈Certificaciones internacionales cubiertas al 100%
🎈Plan de carrera
🎈Bono de Conectividad
🎈EPS
Esta posición permite la incorporación de personas con discapacidad."
53	Mobile Developer Semi Senior	https://pe.linkedin.com/jobs/view/mobile-developer-semi-senior-at-bbva-en-per%C3%BA-3660466990?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=BXmNor9PAIOIGABGPpk76A%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	1 day ago	BBVA en Perú	"En el BBVA estamos transformando la banca y tú puedes ser parte de este cambio. Por ello te invitamos a vivir una experiencia única desarrollando tu carrera en un Banco Global que mira hacia el futuro. Nuestros valores definen nuestra identidad, son la palanca que nos ayuda a hacer realidad nuestro propósito y guían todas nuestras acciones y decisiones: El cliente es lo primero, Pensamos en grande y Somos un solo equipo.
Estamos en búsqueda de un
Desarrollador Mobile Semi Senior
que se incorpore a la unidad de
Banking Platform
Misión del puesto:
Gestión, análisis, diseño y desarrollo de soluciones digitales de alta calidad para implantar en los sistemas del banco, basadas en tecnologías WEB J2EE/ WEB COMPONENTS, spring orientadas a la innovación.
Requisitos:
Bachiller de las carreras de Ingeniería de sistemas, Ingeniería informática, Ingeniería de Software o afines
Conocimientos relevantes:
Conocimiento en desarrollo de aplicaciones Web comerciales (basadas principalmente en HTML 5, CSS 3, Javascript avanzado y polymer).
Desarrollo de Aplicaciones WEB J2EE y SPA (MVC, Spring Boot 5, JSF, Struts, Maven, JSON, JQuery, etc). Certificación Requerida.
Conocimiento de integración basada en arquitecturas orientadas a servicios (SOAP, REST).
Gestores de Base de Datos Relacionales (Ej: DB2, SQL Server, ORACLE, MySQL, NOSQL, etc.) y no relacionales (mongoDB, etc.)
Conocimientos valorados:
Conocimientos de desarrollo en Aplicaciones Móviles (Android, Iphone, Ipad, etc.)
Conocimiento de integración basada en MOM (Message-Oriented Middleware) como Message Broker y Message Queue (estándares abiertos y productos IBM).
Sistemas de autenticación (OAuth, OpenID, Google, Facebook) y APIs de redes sociales
Experiencia:
3-5 años de experiencia en implementación de proyectos de software iterativos e incrementales.
3-5 años de experiencia en desarrollo, mantenimiento e implementación de aplicaciones web (J2EE)
3-5 años de experiencia en desarrollo, mantenimiento e implementación de aplicaciones web (web components)
Experiencia con sistemas de integración continua (Ej: Git, Bitbucket, Jenkins, Hudson)
Funciones
Identificar, analizar, modelar y validar necesidades y requisitos de sistemas orientados a brindar solución a la necesidades de negocio.
Colaborar con stakeholders y proveedores en procesos continuos de refinamiento y priorización de soluciones digitales
Co-diseñar aplicaciones financieras end-to-end basadas en tecnología abierta o propietaria bajo criterios de innovación y seguridad
Desarrollar y probar software colaborativamente en equipos auto-organizados cuidando la excelencia técnica y lineamientos arquitecturales
Promover y participar en el continuo descubrimiento y experimentación de mejores formas para desarrollar software en entornos complejos
¿Qué te ofrecemos?
Oportunidad de desarrollar tu carrera en contexto global.
EPS cubierta al 100%
Un día libre completo por tu cumpleaños.
Bono por cumplimiento de objetivos
Utilidades
Tarjeta de alimentos
Capacitación constante mediante nuestra herramienta Corporativa (CAMPUS BBVA).
Descuentos Corporativos.
Modalidad híbrida de trabajo (3 días presencial y 2 días remoto)"
54	Desarrollador Android Kotlin	https://pe.linkedin.com/jobs/view/desarrollador-android-kotlin-at-csti-corp-3638881005?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=vIOlv8YHRMt1EPsYZR8ymw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	3 weeks ago	CSTI Corp	"Requisitos
+ 5 años de experiencia en la posición
Experiencia en desarrollo de aplicaciones móviles y lenguajes Kotlin y Java
Experiencia en trabajo sobre frameworks ágiles (Scrum, Kanban, etc.).
Conocimiento en arquitectura MVVM, Clean Architecture, Patrones de Desarrollo, Principios SOLID, Clean Code.
Experiencia desarrollando sobre arquitecturas modulares.
Experiencia con Observers ViewModel y Flow.
Manejo de inyección de dependencias con Dagger y Hilt.
Experiencia con Git y GitLab.
Manejo de integraciones con servicios REST/SOAP.
Conocimiento de pruebas unitarias.Conocimiento de buenas prácticas de programación Clean Code, SOLID, entre otros.
Conocimiento de OAuth y securización de aplicaciones y servicios API.
Beneficios
Horario de oficina de Lunes a Viernes 9 0 0am - 6 3 0pm
Modalidad Hibrida ( 2 veces por semana presencial) (en ocasiones será solo 2 veces al mes)
Contrato Renovable
Rápido proceso de selección
Estabilidad laboral a largo plazo
Equipo de trabajo completo (laptop, mouse, programas, etc)
Sueldo bajo RXH o planilla completa de CSTI (régimen general)
Descuentos corporativos en línea educativa y Línea de entretenimiento.
CSTI Corp es una empresa peruana líder en la industria TI con más de 13 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Por encargo de nuestro cliente, nos encontramos en la búsqueda de un ""
Desarrollador Android Kotlin
"" , para nuestra línea de negocio."
55	Desarrollador movil	https://pe.linkedin.com/jobs/view/desarrollador-movil-at-fonbienes-peru-eafc-s-a-3645015492?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=A7Yy9nK9GYeOEsQD4z8wmQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card	La Victoria, Lima, Peru	2 weeks ago	Fonbienes Peru EAFC S.A..	"OFERTA DE EMPLEO: DESARROLLADOR MÓVIL
Si eres un apasionado por el desarrollo móvil y te encanta trabajar como parte de un equipo dinámico, en Fonbienes Peru EAFC S.A. tenemos una oportunidad para ti. Somos una empresa del Fondo Colectivo y estamos en búsqueda de un Desarrollador Móvil para unirse a nuestro equipo y contribuir al crecimiento de nuestra empresa.
Descripción
Experiencia demostrada desarrollando aplicaciones en Android y IOS Nativo.
Desarrollo de Webservices SOAP
Bases de Datos con Oracle.
Experiencia con bibliotecas y APIs de terceros
Requisitos
Experiencia de 4 años desarrollando aplicaciones móviles.
Responsabilidades
Desarrollar aplicaciones móviles para iOS y Android.
Colaborar con otros miembros del equipo para diseñar y desarrollar soluciones móviles atractivas y de alta calidad.
Garantizar la calidad del software a través de pruebas rigurosas y la adopción de las mejores prácticas de desarrollo móvil.
Participar en la investigación y evaluación de nuevas tecnologías móviles y ayudar a mantener la plataforma tecnológica actualizada.
Proporcionar soporte y mantenimiento continuo de las aplicaciones móviles existentes.
Habilidades y Requisitos
Al menos 4 años de experiencia en desarrollo móvil para iOS y Android.
Conocimiento sólido de los lenguajes de programación iOS (Objective-C / Swift) y Android (Java / Kotlin).
Experiencia en el diseño y desarrollo de aplicaciones móviles nativas y en el diseño de soluciones móviles escalables.
Buenas habilidades de trabajo en equipo y liderazgo.
Excelentes habilidades de comunicación y capacidad para trabajar en un ambiente colaborativo.
Capacidad demostrada para trabajar en proyectos complejos y para encontrar soluciones creativas a los desafíos técnicos.
Conocimiento de las mejores prácticas de seguridad y privacidad móvil.
Se valorará la experiencia en el manejo de bases de datos móviles, integración con servicios web, y en la metodología SCRUM.
El trabajo es de manera presencial de lunes a viernes de 8:30 am a 6 pm y sabados de 8:30 a 1 pm
Planilla regimen general
Salario acorde al mercado y/o experiencia
Distrito La Victoria
Fonbienes Peru EAFC S.A. es un empleador que ofrece oportunidades iguales a todos los postulantes y evaluará a cada solicitante de acuerdo a sus méritos y experiencia"
56	Desarrollador de back-end	https://pe.linkedin.com/jobs/view/desarrollador-de-back-end-at-tata-consultancy-services-3603038275?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=3apCZG2Lczr7QMrnuV3sNw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	2 weeks ago	Tata Consultancy Services	"Tata Consultancy Services es una empresa de servicios de TI, consultoría y soluciones de negocios que se asocia con varias grandes empresas globales para acompañarlos en su trayectoria de transformación. TCS ofrece una cartera integrada enfocada en consultoría y basada en Cognitive de servicios TI, Servicios de Tecnología y Negocios, e ingeniería. Todo esto se ofrece por medio de su único modelo de entrega Ágil de ubicación independiente (Location Independent Agile), reconocido como el parámetro de excelencia en desarrollo de aplicaciones. Como parte del Grupo Tata, el conglomerado industrial más grande de la India, TCS posee más de 390,000 de los consultores mejor capacitados del mundo en 46 países. La empresa generó una facturación consolidada de $17.6 mil millones de dólares en el año fiscal que finalizó el 31 de marzo de 2017, y cotiza en la BSE (anteriormente la Bolsa de Valores de Bombay) y la NSE (Bolsa Nacional de Valores) de la India. Para mayor información, visítenos en www.tcs.com. TATA Consultancy Services (TCS) es un empleador que trabaja sobre la base a méritos y no solicita dinero a postulantes; ni utiliza agencia alguna para hacer ofertas en representación de TCS.
Puesto: Java Apis Microservicios
Requisitos:
Experiencia mínima de 3 años como Desarrollador Java
Experiencia en contenedores Docker y Kubernetes
Conocimiento en Azure
Conocimiento en JWT
Conocimiento de Java 8 u 11
Conocimiento de Spring
Experiencia en Microservicios
Beneficios:
-Línea de carrera dentro de la Organización.
- Remuneración competitiva en el mercado.
-Capacitaciones internas y externas para la mejora y aprendizaje continuo.
TATA Consultancy Services (TCS) es un empleador que trabaja en base a méritos y no solicita dinero a postulantes ni utiliza agencia alguna para hacer ofertas en representación de TCS."
57	Desarrollador Backend TypeScript - Nodejs	https://pe.linkedin.com/jobs/view/desarrollador-backend-typescript-nodejs-at-csti-corp-3636572560?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=668J1evYhjMuSM7lTquRrw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	3 weeks ago	CSTI Corp	"Requisitos
✔Planilla o Recibo por Honorarios.
Experiencia en programación de microservicios en Node.js
Experiencia en programación con Typescript.
Conocimientos sólidos de uso de MongoDB y librerías asociadas (ej. Mongoose)
Conocimiento en AWS
Conocimiento y uso de NPM
Familiaridad con Git y la plataforma Gitlab o similares
Conocimientos de otros lenguajes de programación, de preferencia Java.
Manejo de SQL
Beneficios
✔Beneficios y descuentos corporativos.
✔Hibrido - (1 vez al mes presencial en javier prado)
✔Horario lunes a viernes 9 00 a.m. - 6 30 p.m.
¡Ven y únete a la familia CSTI CORP!
CSTI Corp es una empresa peruana líder en la industria TI con más de 13 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud."
58	Desarrollador Backend TypeScript - Nodejs	https://pe.linkedin.com/jobs/view/desarrollador-backend-typescript-nodejs-at-csti-corp-3653211745?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=%2BnoT0HrbkQj3jGHEb3JSfA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	4 days ago	CSTI Corp	"Requisitos
✔Planilla o Recibo por Honorarios.
Experiencia en programación de microservicios en Node.js
Experiencia en programación con Typescript.
Conocimientos sólidos de uso de MongoDB y librerías asociadas (ej. Mongoose)
Conocimiento en AWS
Conocimiento y uso de NPM
Familiaridad con Git y la plataforma Gitlab o similares
Conocimientos de otros lenguajes de programación, de preferencia Java.
Manejo de SQL
Beneficios
✔Beneficios y descuentos corporativos.
✔Hibrido - (1 vez a la semana presencial en javier prado)
✔Horario lunes a viernes 9 00 a.m. - 6 30 p.m.
¡Ven y únete a la familia CSTI CORP!
CSTI Corp es una empresa peruana líder en la industria TI con más de 13 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud."
59	Analista Programador Móvil (Android/iOS)	https://pe.linkedin.com/jobs/view/analista-programador-m%C3%B3vil-android-ios-at-soaint-3635635345?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=AMjKBX9XdILNZoadSk4qrQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	3 weeks ago	SOAINT	"En
Soaint
predomina la cultura del knowledge - transformation - evolution, a través de la cual apostamos por el desarrollo de conocimientos de nuestros talentos, dirigiendo esfuerzos hacia la transformación de procesos internos y de nuestros clientes para lograr la evolución de sus productos y áreas.
Por ello, nuestros equipos están conformados por personas dinámicas, que les guste proponer constantemente ideas y nuevas formas de trabajo, sin miedo de tomar la iniciativa y a actuar de manera autónoma. Queremos que tu objetivo sea el mismo que el nuestro: Generar un impacto positivo en el mundo a través de la tecnología 🌍
Actualmente nos encontramos en búsqueda de un
Analista Programador Móvil (Android/iOS)
, para que se sume al equipo Soainter.
📍Requisitos:
Bachiller de las carreras de Ingeniería de Sistemas o Ingeniería Informática o afines.
Tener una experiencia mínima de 4 años en implementación de soluciones móviles.
Experiencia mínima de 3 años en la implementación de proyectos en Sistema Operativo Android.
Experiencia mínima de 3 años en la implementación de proyectos en Sistema Operativo iOS.
Curso en Lenguaje de programación Java para aplicativos en Sistema Operativo Android (30 horas mínimo).
Curso en Lenguaje de programación Swift para aplicativos en Sistema Operativo OS (30 horas mínimo).
🚩
¿Qué te ofrecemos?
💰 Planilla completa desde el primer día.
🚑 EPS 100% Cubierta.
📚 Convenios con Instituciones para estudiar idiomas o cursos de tecnología.
📎 Plan de capacitaciones individuales a través de nuestro Coe Corporativo, con licencias e- learning a tu disposición y clases de ingles.
✨ Mediodía libre por cumpleaños
🚲 Actividades y eventos de Integración.
🚀Oportunidad de apoyar en proyectos internacionales.
¡Te esperamos!
En SOAINT no distinguimos por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Creemos en la igualdad de oportunidades en todos nuestros procesos y buscamos promover la inclusión e inserción laboral."
60	Back End Developer {Java -Springboot}	https://pe.linkedin.com/jobs/view/back-end-developer-java-springboot-at-global66-3660233975?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=vbzOfAJle1eCPDO8Vh3oNw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	1 day ago	Global66	"Sé el/la próxim@
Back End Developer de Global66 Lima,
acompáñanos a mejorar la calidad de vida de las personas y empresas a través de productos y servicios financieros tecnológicos.
Postula aquí ---> https://global66.teamtailor.com/jobs/2844751-backend-developer
Somos una Tribu compuesta por más de 200 personas de diferentes nacionalidades, situadas en varios países (Chile, Argentina, Perú, Brasil y Colombia) Nos conectamos a través de un servicio que no cree en las fronteras, tenemos conciencia de grupo, nos apasiona lo que hacemos y celebramos cada logro como si ganara nuestro equipo favorito 💪.
Tus próximos desafíos 🚀
El/la
Back End Developer de Global66 Lima,
tendrá como objetivo el diseño y codificación de software que habilite a Global66 a implementar productos innovadores y de excelente calidad para nuestros clientes. Además, propio de la cultura de Global66 tendrá la responsabilidad de identificar mejoras y abordarlas.
Desarrollo de Software de manera rápida y fluida utilizando los frameworks y tecnologías de Global66.
En Back End usamos Java y Springboot
Liderar decisiones técnicas respecto a tecnologías, APIs, partners, modelos de datos, etc.
Brindar soporte a software productivo.
Colaborar con las diferentes áreas de la empresa para definir requerimientos, diseñar soluciones y resolver problemas en sistemas de producción de forma metódica.
Entornos de producción y no producción. Distribución de apps, performance de apps, etc.
¿Qué buscamos?
Estudios en el área de desarrollo de Software
Más de 4 años de experiencia usando Java y Springboot
Pensar tecnológico, comprender fundamentos de tecnología como modelos, concurrencia, git, APIs, etc.
Sólidos conocimientos para decidir, diseñar e implementar pipelines de devops, repositorios y arquitectura en general.
Beneficios
Somos un equipo de alto rendimiento, eso significa que estar aquí es ser de los mejores. Estamos orgullosos de representar a Global66 y de ser parte de esta tribu.
¡Valoramos la diversidad y sólo tenemos espacio para los que tienen hambre de crecimiento!
Algunos beneficios más:
¡Global66 te impulsa a la búsqueda de la excelencia y a sacar tu máximo potencial!
Disfruta de cursos ilimitados a través de la plataforma de estudios de Udemy.
Dress Code libre
Y por si fuera poco… tendrás acceso a una App de beneficios de última generación,
Fitness Virtual
Telemedicina
Nutricionista
Soporte Psicológico
App de Meditación"
61	iOS Developer	https://pe.linkedin.com/jobs/view/ios-developer-at-clevertech-3659790922?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=q1yetkAAwXNdXL5XkOqCcQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	1 day ago	Clevertech	"Experience Remote done Right
.
Over 20 years of remote experience, all 500+ staff are 100% remote and we still grow vibrant relationships, provide exceptional opportunities for career growth while working with stellar clients on ambitious projects
What we're working on:
Enterprise companies turn to us to help them launch innovative digital products that interact with hundreds of millions of customers, transactions and data points. The problems we solve every day are real and require creativity, grit and determination. We are building a culture that challenges norms while fostering experimentation and personal growth. In order to grasp the scale of problems we face, ideally, you have some exposure to Logistics, FinTech, Transportation, Insurance, Media or other complex multifactor industries
Requirements
7+ years of experience with iOS
Ability to effectively articulate technical challenges and solutions
Strong design and coding skills (Swift/Java/Objective-C)
A solid grasp of fundamental algorithms and mobile applications
Deal well with ambiguous/undefined problems; ability to think abstractly
Passion for operational excellence
Strong communicator and fluent in English with excellent written and verbal communication skills.
Knowledge about the Lean Startup and Agile Methodologies
Straight from the Devs
Watch short snippets of actual developers (Real, not scripted) share why they joined YouTube Playlist
Why Clevertech is an amazing place to work at
At Clevertech, you can expect that you will:
Be 100% dedicated to one project at a time so that you can hone your skills, innovate and grow
Be a part of a team of talented and friendly senior-level developers
Work on projects that allow you to use cutting edge tech. We believe in constantly evolving your mastery
The result? We produce meaningful work and we are truly proud and excited to be creating waves in an industry under transformation."
62	SENIOR BACK-END DEVELOPER - Dubai, UAE	https://pe.linkedin.com/jobs/view/senior-back-end-developer-dubai-uae-at-cobblestone-energy-3655904086?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=hQ5elEIwI3JkRJ2%2F4C6FNg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	5 days ago	Cobblestone Energy	"Employment Type:
Full-time & Permanent
Location:
Dubai, UAE (Visa sponsorship & relocation assistance provided)
Salary: Competitive, DOE + performance-based bonus - 0% tax environment + Equity participation.
About Cobblestone Energy
Cobblestone Energy is an energy trading company, specializing in the Great Britain and European wholesale electricity markets. Founded in 2017, we are part of the next generation of companies defining the future of global commodity trading. Our advanced data analytics and extensive research drive profitable decision making, trading enough electricity every day to power a small country, and growing every day. Technology and risk management form the backbone of our business.
At Cobblestone Energy, we value diversity and believe in hiring extraordinary talent from around the world. Our flat organizational structure fosters a culture of innovation, giving team members complete ownership of their work and ensuring that ideas come from every level. We believe in providing unlimited growth opportunities to our people, along with constant feedback and support, which allows us to cover our vulnerabilities and grow as a team in new and interesting ways.
Cobblestone Values
Lifelong learning with continuous reflection
Independent thinking through a meritocracy of ideas
The team is more important than the individual.
Being the best in any market we enter
Hiring and keeping only the most effective people
Others must benefit from our existence.
Job Description
We are currently looking for a highly experienced and skilled senior back-end developer to join our esteemed Tech team at Cobblestone Energy. In this role, your primary responsibility will revolve around the server side of our applications. Additionally, you will play a vital role in setting up the infrastructure and developing tools for our analytics.
As the senior back-end developer, you will face exhilarating challenges associated with large-scale data processing, automation, and analytics. Your objective will be to support the commercial team in making data-driven decisions by demonstrating a curious mindset and a strong desire to delve deeper into our business. Developing a robust understanding of our industry will be pivotal to ensuring long-term success in this position.
This is an exceptional opportunity to assume a leading role in the growth of a prominent player in the European Electricity Markets. We are seeking an individual who is dedicated to contributing to the long-term success of our business.
If you possess outstanding programming skills, exceptional problem-solving abilities, and a genuine passion for leveraging cutting-edge technologies to develop and enhance applications, we are eager to meet you.
Responsibilities
Gather and address technical and design requirements.
Refactor existing applications to optimize its performance through setting the appropriate architecture and integrating the best practices and standards.
Participate in the entire application lifecycle mainly focusing on coding, debugging, and testing.
Troubleshoot and debug applications.
Support the developers through trainings and transfer of knowledge.
Mentor the developers and assist in the management of the team.
Requirements
BSc degree in Computer Science/Computer Engineering. Masters is a plus.
5+ years of experience as a Back-end developer.
5+ years of work experience in Java and Python.
Strong knowledge in Kafka/Kinesis/Redshift/Spark is a big plus.
3+ years of experience in developing APIs (REST & SOAP protocols).
3+ years of experience in using AWS cloud and its resources/services.
Strong experience in Relational Databases (MySQL, SQL Server, PostgreSQL) and non-relational databases (Mongo DB, Cassandra. etc.)
Strong knowledge in Continuous Integration & Continuous Deployment (CI/CD) utilizing Docker containers.
Previous experience in automated testing including unit testing & UI testing.
Strong in-depth understanding of the entire web development process (design, development, and deployment)
Strong competencies in algorithms and software architecture.
Familiarity with front-end languages (e.g., HTML, JavaScript, and CSS)
Excellent analytical, time management and teamwork skills."
63	Native Android Developer	https://pe.linkedin.com/jobs/view/native-android-developer-at-clevertech-3659750358?refId=pJ8q6QIixtKHiwBJkVQ1tA%3D%3D&trackingId=jGjwvnXDUaNkk6zmlE%2FPiA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	1 day ago	Clevertech	"Experience Remote done Right
.
Over 20 years of remote experience, all 500+ staff are 100% remote and we still grow vibrant relationships, provide exceptional opportunities for career growth while working with stellar clients on ambitious projects
What we're working on:
Enterprise companies turn to us to help them launch innovative digital products that interact with hundreds of millions of customers, transactions and data points. The problems we solve every day are real and require creativity, grit and determination. We are building a culture that challenges norms while fostering experimentation and personal growth. In order to grasp the scale of problems we face, ideally, you have some exposure to Logistics, FinTech, Transportation, Insurance, Media or other complex multifactor industries
Requirements
7+ years of professional experience (A technical assessment will be required)
Senior-level experience of at least 4 years of experience in mobile development
Must have apps on the app store with over 100 reviews
5+ years of production-level software development experience
Recent experience with RxJava
Strong design and coding skills (Java/Android)
Bachelor’s degree in computer science, mathematics, a related field or equivalent work experience
Written and verbal Advanced English fluency
Straight from the Devs
Watch short snippets of actual developers (Real, not scripted) share why they joined YouTube Playlist
Why Clevertech is an amazing place to work at
At Clevertech, you can expect that you will:
Be 100% dedicated to one project at a time so that you can hone your skills, innovate and grow
Be a part of a team of talented and friendly senior-level developers
Work on projects that allow you to use cutting edge tech. We believe in constantly evolving your mastery
The result? We produce meaningful work and we are truly proud and excited to be creating waves in an industry under transformation."
